"","respuesta","",""
"65",0.0666064805348877,-0.341165909077972,-0.319333333289251
"66",-1.46736606822214,3.99877340125386,-0.346188830561005
"67",-1.47213070847986,-0.333234668942168,3.99413569003809
"68",0.0666789881521402,-0.329880879027769,-0.33388754457701
"69",0.0666759116304013,-0.33119001518935,-0.328830805839971
"70",0.0666772242219439,-0.329473057063296,-0.331040138727985
"71",0.0666795988910299,-0.334635094506666,-0.330578874913044
"72",0.066644427508411,-0.32277842645999,-0.337664012331516
"73",0.0665461045825987,-0.325878238305449,-0.353143422515132
"74",0.0666363757378702,-0.344799958635122,-0.33685996895656
"75",0.066657276658002,-0.328811711049639,-0.341125571751036
"76",0.0665661371930911,-0.319279279909097,-0.318876092787832
"77",0.0666287405429604,-0.321282721124589,-0.339445459772833
"78",-1.46849454377023,3.99766200117301,-0.324354527867399
"79",0.0666533197263913,-0.327112841885537,-0.340879497001879
"80",0.0665971078109441,-0.316582720843144,-0.336883473442867
"81",0.0665193312611331,-0.337420320371166,-0.310072261490859
"82",0.0665113620198991,-0.319855749374256,-0.352998198359273
"83",-1.46802510993177,-0.335591901326552,3.99809325882234
"84",0.0666759194370215,-0.328468565945514,-0.333429794642143
"85",-1.47101963757139,-0.323874904075637,3.99523298745044
"86",-1.46900438740567,-0.354078787146136,3.99727758811787
"87",-1.4758803137752,-0.413156354683451,3.99236268713139
"88",0.0664700877563857,-0.355830529471859,-0.346820054226555
"89",0.0666590285381067,-0.332126192748547,-0.324263071990572
"90",0.0666271143412772,-0.320371016161516,-0.328075340017676
"91",0.0666665146870359,-0.331874574767426,-0.325873111491092
"92",0.0666028593802677,-0.326593172736466,-0.318038108642213
"93",-1.47246683974529,-0.315193543909118,3.99390229396522
"94",0.0666721190992135,-0.334963970934041,-0.3384886252461
"95",0.0666119753850984,-0.347961258608848,-0.329555498319678
"96",-1.47379137575367,3.99334220064338,-0.279908026801422
"97",0.0665741946344926,-0.314259897568263,-0.329862249782309
"98",-1.47738244412808,-0.387751532834955,3.98990719218273
"99",0.0665999151312855,-0.319172759191133,-0.34218210389372
"100",0.0666085666373021,-0.31734117702581,-0.33210418978706
"101",0.0666794543610868,-0.330615009879693,-0.331217701314017
"102",0.0666741371842054,-0.332688260357827,-0.338196451892145
"103",0.0666696093431419,-0.336771116941236,-0.327730418299325
"104",0.0666818242693744,-0.332282368210144,-0.333774159662426
"105",0.0666805159938736,-0.333981081959791,-0.330882786307484
"106",0.0666812453737142,-0.334145428612828,-0.334362082183361
"107",0.0666759657136295,-0.332191082299687,-0.328544033807702
"108",0.0666778559955381,-0.331176143488847,-0.329705623327754
"109",0.0666797550263271,-0.333132205647416,-0.330187913496047
"110",0.0666716864207946,-0.331783064990304,-0.327229675953276
"111",-1.46699881005091,-0.330526655889116,3.99907769623678
"112",0.0666809231551707,-0.33180222089868,-0.334648714866489
"113",0.0666810447410054,-0.332094445475377,-0.334715163451619
"114",0.0666788985194352,-0.334003538591787,-0.336178548866883
"115",0.066680439829927,-0.331457642838359,-0.334840427851304
"116",0.0666765856463825,-0.329095373977907,-0.331220657913946
"117",0.0666816658137427,-0.333795525482856,-0.331999691203237
"118",0.0666726904403055,-0.331432394799776,-0.338426321977749
"119",0.0666799183313716,-0.330403392435983,-0.333822818589397
"120",0.0666752699140687,-0.335581266204827,-0.337089456268586
"121",0.0666808759420488,-0.333861000603065,-0.334917462198064
"122",-1.4669392038672,-0.332072621793486,3.99913330166601
"123",0.0666803419327022,-0.333779440727085,-0.330675703589804
"124",0.0666807856248753,-0.330924189649522,-0.332587422686629
"125",0.0666811814131133,-0.331375898327678,-0.333767889300361
"126",0.0666813974907706,-0.334616581094451,-0.333083327510394
"127",0.0666821332368959,-0.332771239569411,-0.333140206057578
"128",0.0666818090504282,-0.333971670130268,-0.33250941534061
"129",0.0666692334475814,-0.327581324148923,-0.336725475499406
"130",-1.46919779901632,3.9971443238901,-0.358063005260192
"131",0.0666752803600257,-0.329162289155647,-0.335876749828458
"132",0.0666734796702303,-0.335476711508818,-0.328220321447589
"133",0.0666772910496653,-0.333840647828765,-0.32906809123233
"134",0.0666813536594917,-0.334663045709021,-0.333040474099107
"135",0.0666817908530916,-0.333690405706875,-0.332140172948129
"136",0.0666811901073432,-0.331781357526779,-0.334325619507581
"137",-1.46694057029478,3.99913192889653,-0.332197059877217
"138",0.0666790609669068,-0.334925448172726,-0.330423688748851
"139",0.0666761774152005,-0.332898207358085,-0.337497739586979
"140",0.0666811913669016,-0.334679440129548,-0.332322767470032
"141",-1.46657412039969,3.99948572879657,-0.329837436554953
"142",0.0666691724666707,-0.336310590268113,-0.338742099003866
"143",0.0666770824232012,-0.336975701502524,-0.33184733975213
"144",0.0666724504704222,-0.338239679695107,-0.335328703629784
"145",0.0666776642590327,-0.331192126846872,-0.336444150540046
"146",-1.46743690692961,3.99866781779565,-0.339489867445081
"147",-1.46704894070629,-0.358630657545291,3.99921545945108
"148",0.0666778964336041,-0.335021139588207,-0.336230043903925
"149",-1.46793301377862,-0.338074637227692,3.99818709655665
"150",0.0666805279037906,-0.332867224817164,-0.335353991598822
"151",0.0666768031865354,-0.332755304523744,-0.337250285898335
"152",-1.4665432579102,3.99952818872407,-0.340458618826233
"153",0.0666791685501908,-0.330262958188541,-0.334571373765357
"154",-1.46606305662245,3.99998143815901,-0.327309294953011
"155",-1.46692850481739,-0.337939858669415,3.99915021006018
"156",-1.46654309412016,3.99952196306549,-0.338763636653312
"157",0.0666805179014136,-0.333965887431987,-0.330877537606284
"158",0.0666799300106728,-0.332124878419563,-0.335602780920453
"159",0.0666748354363263,-0.333157547051087,-0.328070777701214
"160",0.066678271908944,-0.335310272290371,-0.335813635378145
"161",0.0666803614092582,-0.332756749354303,-0.335461227223277
"162",-1.46609386574684,-0.332544123171829,3.99994270002935
"163",-1.46659531797395,-0.333022903767414,3.99946252594236
"164",0.0666807165219944,-0.33468918048311,-0.331591300782748
"165",0.0666805103785884,-0.330674857832491,-0.332962455577217
"166",-1.46604745078533,3.999988393276,-0.335189208737575
"167",0.0666759056151694,-0.331575980526395,-0.337365398765542
"168",0.0666821109741209,-0.333084082929417,-0.333407670375891
"169",0.0666795873706961,-0.335120237665251,-0.330970563110895
"170",0.066678503612782,-0.329537324374542,-0.332714787335135
"171",0.0666538508112274,-0.338882987154648,-0.325241778627969
"172",0.0666816583917253,-0.333338870666921,-0.334275545901619
"173",0.0666681973149104,-0.331396179040894,-0.339666595333256
"174",0.0666806216723345,-0.332299635978416,-0.330873326398432
"175",0.06667949641075,-0.332297003013082,-0.335919214179739
"176",-1.46637510245656,3.99967346782796,-0.333440506248735
"177",0.0666705963770815,-0.33720669336617,-0.328413631999865
"178",0.0666801333589721,-0.333125614910387,-0.330420924234204
"179",0.0666801564486241,-0.333816559519619,-0.330558438436128
"180",0.0666819267595189,-0.332693397882394,-0.333835738711059
"181",0.0666818585161285,-0.333986715297215,-0.332760009448975
"182",0.0666703030120952,-0.332287089666352,-0.339282786473632
"183",-1.46743331920765,3.99865929444786,-0.332902947673574
"184",0.0666785876578791,-0.336480273515917,-0.333112797234207
"185",0.0666817595746371,-0.331874522613361,-0.332919269683771
"186",0.0666818973979186,-0.333783299895003,-0.332484882557765
"187",0.0666818246974943,-0.333778903004713,-0.333757729036734
"188",0.0666775091676858,-0.336362896021456,-0.335125562851317
"189",-1.46681086289714,3.99954394821543,-0.364752981462516
"190",0.06667771796359,-0.335030547110364,-0.329729417106137
"191",0.0666811144997501,-0.333644771482795,-0.334785113343969
"192",0.0666789102728947,-0.335748362937011,-0.331164884380996
"193",0.0666807350562853,-0.331552380463108,-0.334635790321045
"194",-1.46699989091607,-0.315175981726497,3.99916591111105
"195",0.0666794605844354,-0.330853571300395,-0.335103750461712
"196",0.0666778010225885,-0.331479409360327,-0.329527640598826
"197",0.0666820380776008,-0.333342623664066,-0.333565089502372
"198",0.0666818038495895,-0.334025578340515,-0.332603477989323
"199",0.0666816844091132,-0.334260462666862,-0.333246898371726
"200",0.0666697587768285,-0.332170372246765,-0.339412324479781
"201",0.0666811682321611,-0.334062613430433,-0.334516570204869
"202",0.066682106625807,-0.333430737024173,-0.333028541412205
"203",0.0666818664842295,-0.33400670113042,-0.332963702618144
"204",0.066681848356881,-0.332916145795025,-0.332012692349963
"205",0.0666815363143819,-0.33163864898961,-0.33262079092674
"206",-1.46608104449764,3.99996111856308,-0.32835748931393
"207",0.0666820220363086,-0.332795828348026,-0.333654043730348
"208",0.0666820090242898,-0.333424055716023,-0.332446246873587
"209",0.0666821310094634,-0.333066097809933,-0.333310567541048
"210",0.0666820696189078,-0.333216191153042,-0.332519947434776
"211",0.0666821018080336,-0.333422461990267,-0.333174161147326
"212",-1.46606277264439,3.99997261294629,-0.333904773229733
"213",0.0666820918371728,-0.332625660579652,-0.333263867651112
"214",-1.46609091984281,-0.334254462271929,3.99994588689879
"215",0.066682074971133,-0.333539775921963,-0.333095909329131
"216",0.0666813983902562,-0.333355516078882,-0.331464173272252
"217",0.0666814734109923,-0.334534288733266,-0.332954527111724
"218",0.066680306934851,-0.332540681120008,-0.330580290290527
"219",-1.46614779307106,3.99989106203429,-0.333397621056065
"220",0.0666814830791899,-0.33365440974012,-0.331659958814271
"221",0.0666817970505245,-0.33399069623556,-0.332505767000839
"222",0.0666818606749405,-0.333979660877958,-0.333297656150535
"223",0.0666820214361369,-0.333628329331987,-0.332730734953657
"224",0.0666820948250376,-0.332811657572165,-0.33342448156327
"225",0.0666817612078748,-0.332108622649685,-0.33232427504845
"226",-1.46605311741136,3.99998183909338,-0.333877174532972
"227",0.0666818820188325,-0.332919309381396,-0.332069824333303
"228",0.0666812227415456,-0.331256701960228,-0.333120720461011
"229",0.0666819373339765,-0.333144834381528,-0.33217505866196
"230",0.0666819669061202,-0.333283148356713,-0.333775924402289
"231",0.0666816710231739,-0.334067123709247,-0.333755192346871
"232",0.0666817971054343,-0.332022429676726,-0.33257264457643
"233",-1.46627191362182,-0.326114246388897,3.99978584051132
"234",0.066681447024932,-0.332099003251642,-0.331788594834507
"235",0.0666819981429691,-0.33328548935242,-0.333701949683018
"236",0.0666810438518842,-0.334951809607446,-0.33293268433772
"237",-1.4660543094232,3.99999740626663,-0.340719975414686
"238",-1.46611842656629,-0.332271620747633,3.99991928972304
"239",0.0666810163123286,-0.331078583840281,-0.332821416668594
"240",-1.46612043996278,-0.332215752336197,3.9999173876131
"241",0.0666817566210082,-0.332076276419684,-0.332357122329995
"242",0.0666819312986373,-0.332627226714976,-0.332250036648475
"243",0.0666820724732707,-0.33355221466627,-0.333049079170451
"244",0.0666814255346157,-0.331603534519672,-0.332363693625666
"245",-1.46605804850359,-0.332323248847388,3.99997705162968
"246",-1.46612683376304,3.99992225575261,-0.326766819809563
"247",0.0666821479421068,-0.332863514078781,-0.332974033779465
"248",-1.46618845872001,3.99985219049267,-0.333589920424856
"249",0.066681225665557,-0.334382211323828,-0.331895251641981
"250",-1.46606247530812,3.99997274449561,-0.333514593192376
"251",0.0666821468456176,-0.333067044150084,-0.333194866660051
"252",0.0666819048962635,-0.332159940968268,-0.332710360875353
"253",0.0666812305364322,-0.332993135554716,-0.334784205886535
"254",-1.46608296113085,-0.337581329629757,3.99995900352951
"255",0.0666806912835382,-0.331045298604295,-0.334022746770643
"256",-1.46618700807232,3.99986688711215,-0.326172143570147
"257",-1.46606258185391,-0.338328488520347,3.9999806106789
"258",0.0666821170344696,-0.332747878041118,-0.333259077044204
"259",0.0666820893641475,-0.332971846568398,-0.333493663114496
"260",0.0666819112219119,-0.332441782113165,-0.332327586249448
"261",0.0666819832081229,-0.33359422814101,-0.332519310642965
"262",0.066681854018173,-0.333746478543617,-0.33372265601065
"263",-1.46637016099915,3.99969887221232,-0.324504529242404
"264",0.0666820524635458,-0.333261005114764,-0.332483330275863
"265",-1.46632374587431,-0.344085410120897,3.9997575499583
"266",0.066682134450735,-0.33305737527553,-0.332754900446162
"267",-1.46608214258368,3.99995954940096,-0.337489171535708
"268",0.0666816328575587,-0.332256442867219,-0.331942742341198
"269",0.0666810812932764,-0.334326586569659,-0.331643170677125
"270",0.0666818506538283,-0.33303872239776,-0.334034924628213
"271",0.0666816701595387,-0.331979852984659,-0.333758690510876
"272",0.0666801900450255,-0.335576951853,-0.333282794454135
"273",0.0666819358188379,-0.332199447671883,-0.333269325550646
"274",0.0666820094845862,-0.333517444669269,-0.333520371816121
"275",0.0666820769027608,-0.333538612467237,-0.333029850502498
"276",0.0666815150304498,-0.33353459124919,-0.331649047322571
"277",-1.46605245577971,-0.334905862575397,3.99998327612411
"278",-1.46603764917027,-0.333037932869047,3.99999643326737
"279",0.0666820249538322,-0.332671866402961,-0.333585818763822
"280",0.0666815730586749,-0.333274715114385,-0.334398247417994
"281",0.0666819146211196,-0.333640546537936,-0.333677560091019
"282",0.0666820198286667,-0.332479589618742,-0.332620462635532
"283",0.0666817041616497,-0.332571431295946,-0.331877740914933
"284",0.0666816904109164,-0.332881780457683,-0.331781358225271
"285",0.0666820589979912,-0.332630254561082,-0.333437379566021
"286",0.0666819598293636,-0.332356951083057,-0.333486438030377
"287",-1.46604536640072,-0.332013225182891,3.9999893392669
"288",0.066682091297854,-0.333386857295409,-0.333314976189286
"289",0.0666821175949248,-0.333283466286957,-0.332774606766179
"290",0.0666815753902557,-0.33433882240206,-0.33255875040777
"291",-1.46607788607249,-0.328539359965362,3.99996366619598
"292",-1.46609440676189,3.99995626416057,-0.325983091024682
"293",0.0666818128400389,-0.334006312070414,-0.332593900151551
"294",0.0666800871623438,-0.335655322298408,-0.333099685143679
"295",0.0666817504482827,-0.332078611943871,-0.33233852754347
"296",0.0666819216413505,-0.33387023920659,-0.333284678636119
"297",0.0666814581100623,-0.33151402825024,-0.332771282759495
"298",0.066682084255028,-0.333488839794882,-0.332867219112813
"299",0.0666816052981789,-0.3320788720157,-0.334000441711396
"300",-1.4660578584171,-0.327689782250673,3.99998521292582
