"","semillas","dimensiones","largos"
"685",36,40,11
"686",36,40,27
"687",36,40,9
"688",36,40,47
"689",36,40,63
"690",36,40,106
"691",36,40,8
"692",36,40,34
"693",36,40,16
"694",36,40,19
"695",36,40,41
"696",36,40,28
"697",36,40,58
"698",36,40,30
"699",36,40,132
"700",36,40,55
"701",36,40,42
"702",36,40,19
"703",36,40,42
"704",36,40,58
"705",36,40,40
"706",36,40,75
"707",36,40,48
"708",36,40,26
"709",36,40,31
"710",36,40,83
"711",36,40,18
"712",36,40,107
"713",36,40,59
"714",36,40,4
"715",36,40,110
"716",36,40,8
"717",36,40,39
"718",36,40,100
"719",36,40,82
"720",36,40,9
"721",36,40,29
"722",36,40,64
"723",36,40,49
"724",36,40,12
"725",36,40,146
"726",36,40,56
"727",36,40,21
"728",36,40,72
"729",36,40,11
"730",36,40,198
"731",36,40,25
"732",36,40,45
"733",36,40,49
"734",36,40,13
"735",36,40,91
"736",36,40,42
"737",36,40,42
"738",36,40,49
"739",36,40,19
"740",36,40,8
"741",36,40,67
"742",36,40,31
"743",36,40,75
"744",36,40,98
"745",36,40,121
"746",36,40,30
"747",36,40,38
"748",36,40,5
"749",36,40,25
"750",36,40,13
"751",36,40,52
"752",36,40,14
"753",36,40,58
"754",36,40,49
"755",36,40,9
"756",36,40,43
"757",36,40,137
"758",36,40,122
"759",36,40,32
"760",36,40,69
"761",36,40,32
"762",36,40,3
"763",36,40,4
"764",36,40,13
"765",36,40,45
"766",36,40,60
"767",36,40,33
"768",36,40,2
"769",36,40,32
"770",36,40,82
"771",36,40,11
"772",36,40,53
"773",36,40,5
"774",36,40,25
"775",36,40,19
"776",36,40,34
"777",36,40,13
"778",36,40,3
"779",36,40,9
"780",36,40,42
"781",36,40,41
"782",36,40,66
"783",36,40,51
"784",36,40,16
"785",36,40,58
"786",36,40,87
"787",36,40,64
"788",36,40,49
"789",36,40,55
"790",36,40,24
"791",36,40,45
"792",36,40,37
"793",36,40,33
"794",36,40,15
"795",36,40,49
"796",36,40,30
"797",36,40,87
"798",36,40,68
"799",36,40,42
"800",36,40,11
"801",36,40,15
"802",36,40,192
"803",36,40,33
"804",36,40,93
"805",36,40,75
"806",36,40,107
"807",36,40,47
"808",36,40,3
"809",36,40,54
"810",36,40,19
"811",36,40,26
"812",36,40,30
"813",36,40,160
"814",36,40,202
"815",36,40,164
"816",36,40,17
"817",36,40,126
"818",36,40,17
"819",36,40,20
"820",36,40,8
"821",36,40,22
"822",36,40,82
"823",36,40,88
"824",36,40,10
"825",36,40,24
"826",36,40,66
"827",36,40,66
"828",36,40,27
"829",36,40,19
"830",36,40,118
"831",36,40,48
"832",36,40,46
"833",36,40,97
"834",36,40,63
"835",36,40,116
"836",36,40,21
"837",36,40,71
"838",36,40,174
"839",36,40,17
"840",36,40,35
"841",36,40,64
"842",36,40,41
"843",36,40,17
"844",36,40,23
"845",36,40,47
"846",36,40,56
"847",36,40,6
"848",36,40,26
"849",36,40,128
"850",36,40,232
"851",36,40,17
"852",36,40,26
"853",36,40,66
"854",36,40,77
"855",36,40,59
"856",36,40,94
"857",36,40,48
"858",36,40,31
"859",36,40,19
"860",36,40,32
"861",36,40,113
"862",36,40,60
"863",36,40,189
"864",36,40,72
"865",36,40,5
"866",36,40,72
"867",36,40,119
"868",36,40,63
"869",36,40,13
"870",36,40,32
"871",36,40,107
"872",36,40,43
"873",36,40,9
"874",36,40,93
"875",36,40,13
"876",36,40,54
"877",36,40,12
"878",36,40,47
"879",36,40,29
"880",36,40,128
"881",36,40,24
"882",36,40,19
"883",36,40,46
"884",36,40,67
"885",36,40,152
"886",36,40,42
"887",36,40,56
"888",36,40,37
"889",36,40,16
"890",36,40,27
"891",36,40,89
"892",36,40,18
"893",36,40,56
"894",36,40,26
"895",36,40,45
"896",36,40,217
"897",36,40,18
"898",36,40,12
"899",36,40,24
"900",36,40,67
"901",36,40,32
"902",36,40,31
"903",36,40,214
"904",36,40,84
"905",36,40,16
"906",36,40,143
"907",36,40,110
"908",36,40,38
"909",36,40,147
"910",36,40,26
"911",36,40,21
"912",36,40,37
"913",36,40,29
"914",36,40,27
"915",36,40,25
"916",36,40,192
"917",36,40,62
"918",36,40,11
"919",36,40,53
"920",36,40,41
"921",36,40,92
"922",36,40,107
"923",36,40,27
"924",36,40,10
"925",36,40,9
"926",36,40,8
"927",36,40,152
"928",36,40,38
"929",36,40,13
"930",36,40,53
"931",36,40,65
"932",36,40,155
"933",36,40,36
"934",36,40,99
"935",36,40,62
"936",36,40,50
"937",36,40,189
"938",36,40,43
"939",36,40,128
"940",36,40,23
"941",36,40,30
"942",36,40,15
"943",36,40,42
"944",36,40,32
"945",36,40,63
"946",36,40,70
"947",36,40,27
"948",36,40,23
"949",36,40,107
"950",36,40,39
"951",36,40,17
"952",36,40,183
"953",36,40,17
"954",36,40,58
"955",36,40,104
"956",36,40,48
"957",36,40,166
"958",36,40,27
"959",36,40,6
"960",36,40,15
"961",36,40,43
"962",36,40,111
"963",36,40,168
"964",36,40,69
"965",36,40,38
"966",36,40,16
"967",36,40,49
"968",36,40,93
"969",36,40,15
"970",36,40,9
"971",36,40,28
"972",36,40,32
"973",36,40,41
"974",36,40,44
"975",36,40,37
"976",36,40,59
"977",36,40,111
"978",36,40,65
"979",36,40,27
"980",36,40,15
"981",36,40,57
"982",36,40,39
"983",36,40,24
"984",36,40,170
"985",36,40,204
"986",36,40,79
"987",36,40,44
"988",36,40,52
"989",36,40,10
"990",36,40,48
"991",36,40,18
"992",36,40,31
"993",36,40,65
"994",36,40,17
"995",36,40,20
"996",36,40,14
"997",36,40,103
"998",36,40,35
"999",36,40,81
"1000",36,40,147
"1001",70,40,171
"1002",70,40,21
"1003",70,40,92
"1004",70,40,17
"1005",70,40,82
"1006",70,40,25
"1007",70,40,7
"1008",70,40,84
"1009",70,40,119
"1010",70,40,11
"1011",70,40,68
"1012",70,40,91
"1013",70,40,67
"1014",70,40,41
"1015",70,40,148
"1016",70,40,8
"1017",70,40,60
"1018",70,40,2
"1019",70,40,120
"1020",70,40,51
"1021",70,40,10
"1022",70,40,32
"1023",70,40,9
"1024",70,40,90
"1025",70,40,36
"1026",70,40,115
"1027",70,40,184
"1028",70,40,77
"1029",70,40,39
"1030",70,40,39
"1031",70,40,200
"1032",70,40,17
"1033",70,40,29
"1034",70,40,30
"1035",70,40,155
"1036",70,40,5
"1037",70,40,74
"1038",70,40,8
"1039",70,40,77
"1040",70,40,6
"1041",70,40,28
"1042",70,40,246
"1043",70,40,183
"1044",70,40,111
"1045",70,40,169
"1046",70,40,170
"1047",70,40,66
"1048",70,40,176
"1049",70,40,54
"1050",70,40,208
"1051",70,40,83
"1052",70,40,5
"1053",70,40,73
"1054",70,40,14
"1055",70,40,71
"1056",70,40,93
"1057",70,40,123
"1058",70,40,259
"1059",70,40,38
"1060",70,40,53
"1061",70,40,10
"1062",70,40,13
"1063",70,40,139
"1064",70,40,62
"1065",70,40,27
"1066",70,40,65
"1067",70,40,114
"1068",70,40,78
"1069",70,40,87
"1070",70,40,29
"1071",70,40,47
"1072",70,40,77
"1073",70,40,97
"1074",70,40,24
"1075",70,40,15
"1076",70,40,34
"1077",70,40,131
"1078",70,40,144
"1079",70,40,5
"1080",70,40,52
"1081",70,40,87
"1082",70,40,226
"1083",70,40,95
"1084",70,40,111
"1085",70,40,202
"1086",70,40,14
"1087",70,40,19
"1088",70,40,57
"1089",70,40,22
"1090",70,40,31
"1091",70,40,65
"1092",70,40,66
"1093",70,40,16
"1094",70,40,63
"1095",70,40,28
"1096",70,40,34
"1097",70,40,103
"1098",70,40,78
"1099",70,40,5
"1100",70,40,126
"1101",70,40,30
"1102",70,40,145
"1103",70,40,103
"1104",70,40,53
"1105",70,40,46
"1106",70,40,11
"1107",70,40,38
"1108",70,40,32
"1109",70,40,26
"1110",70,40,38
"1111",70,40,5
"1112",70,40,5
"1113",70,40,13
"1114",70,40,238
"1115",70,40,32
"1116",70,40,22
"1117",70,40,16
"1118",70,40,12
"1119",70,40,141
"1120",70,40,24
"1121",70,40,81
"1122",70,40,72
"1123",70,40,81
"1124",70,40,11
"1125",70,40,12
"1126",70,40,28
"1127",70,40,16
"1128",70,40,111
"1129",70,40,49
"1130",70,40,51
"1131",70,40,148
"1132",70,40,12
"1133",70,40,8
"1134",70,40,79
"1135",70,40,219
"1136",70,40,90
"1137",70,40,75
"1138",70,40,61
"1139",70,40,33
"1140",70,40,22
"1141",70,40,76
"1142",70,40,48
"1143",70,40,54
"1144",70,40,125
"1145",70,40,53
"1146",70,40,184
"1147",70,40,39
"1148",70,40,48
"1149",70,40,79
"1150",70,40,8
"1151",70,40,102
"1152",70,40,77
"1153",70,40,140
"1154",70,40,57
"1155",70,40,146
"1156",70,40,31
"1157",70,40,10
"1158",70,40,11
"1159",70,40,171
"1160",70,40,29
"1161",70,40,12
"1162",70,40,213
"1163",70,40,45
"1164",70,40,105
"1165",70,40,39
"1166",70,40,111
"1167",70,40,112
"1168",70,40,95
"1169",70,40,217
"1170",70,40,301
"1171",70,40,46
"1172",70,40,188
"1173",70,40,114
"1174",70,40,43
"1175",70,40,50
"1176",70,40,15
"1177",70,40,73
"1178",70,40,29
"1179",70,40,179
"1180",70,40,88
"1181",70,40,51
"1182",70,40,8
"1183",70,40,80
"1184",70,40,263
"1185",70,40,23
"1186",70,40,35
"1187",70,40,160
"1188",70,40,42
"1189",70,40,45
"1190",70,40,5
"1191",70,40,21
"1192",70,40,126
"1193",70,40,66
"1194",70,40,57
"1195",70,40,36
"1196",70,40,17
"1197",70,40,19
"1198",70,40,96
"1199",70,40,19
"1200",70,40,13
"1201",70,40,52
"1202",70,40,35
"1203",70,40,20
"1204",70,40,3
"1205",70,40,251
"1206",70,40,46
"1207",70,40,40
"1208",70,40,64
"1209",70,40,4
"1210",70,40,39
"1211",70,40,116
"1212",70,40,268
"1213",70,40,170
"1214",70,40,62
"1215",70,40,62
"1216",70,40,60
"1217",70,40,76
"1218",70,40,121
"1219",70,40,264
"1220",70,40,49
"1221",70,40,12
"1222",70,40,43
"1223",70,40,174
"1224",70,40,51
"1225",70,40,40
"1226",70,40,22
"1227",70,40,64
"1228",70,40,23
"1229",70,40,32
"1230",70,40,104
"1231",70,40,235
"1232",70,40,81
"1233",70,40,147
"1234",70,40,74
"1235",70,40,7
"1236",70,40,92
"1237",70,40,96
"1238",70,40,60
"1239",70,40,41
"1240",70,40,77
"1241",70,40,56
"1242",70,40,51
"1243",70,40,175
"1244",70,40,9
"1245",70,40,108
"1246",70,40,35
"1247",70,40,10
"1248",70,40,63
"1249",70,40,29
"1250",70,40,20
"1251",70,40,8
"1252",70,40,56
"1253",70,40,7
"1254",70,40,117
"1255",70,40,206
"1256",70,40,277
"1257",70,40,210
"1258",70,40,7
"1259",70,40,177
"1260",70,40,36
"1261",70,40,104
"1262",70,40,33
"1263",70,40,103
"1264",70,40,224
"1265",70,40,61
"1266",70,40,50
"1267",70,40,55
"1268",70,40,138
"1269",70,40,162
"1270",70,40,37
"1271",70,40,143
"1272",70,40,23
"1273",70,40,23
"1274",70,40,14
"1275",70,40,70
"1276",70,40,5
"1277",70,40,82
"1278",70,40,17
"1279",70,40,27
"1280",70,40,92
"1281",70,40,40
"1282",70,40,61
"1283",70,40,56
"1284",70,40,65
"1285",70,40,5
"1286",70,40,69
"1287",70,40,123
"1288",70,40,37
"1289",70,40,74
"1290",70,40,169
"1291",70,40,71
"1292",70,40,38
"1293",70,40,8
"1294",70,40,24
"1295",70,40,47
"1296",70,40,37
"1297",70,40,34
"1298",70,40,33
"1299",70,40,23
"1300",70,40,66
"1301",70,40,80
"1302",70,40,43
"1303",70,40,112
"1304",70,40,43
"1305",70,40,91
"1306",70,40,133
"1307",70,40,111
"1308",70,40,18
"1309",70,40,114
"1310",70,40,20
"1311",70,40,65
"1312",70,40,86
"1313",70,40,128
"1314",70,40,189
"1315",70,40,191
"1316",70,40,205
"1317",70,40,14
"1318",70,40,7
"1319",70,40,27
"1320",70,40,70
"1321",70,40,30
"1322",70,40,73
"1323",70,40,14
"1324",70,40,52
"1325",70,40,49
"1326",70,40,78
"1327",70,40,2
"1328",70,40,73
"1329",70,40,27
"1330",70,40,22
"1331",70,40,150
"1332",70,40,98
"1333",70,40,15
"1334",70,40,34
"1335",70,40,114
"1336",70,40,34
"1337",70,40,43
"1338",70,40,18
"1339",70,40,122
"1340",70,40,13
"1341",70,40,11
"1342",70,40,7
"1343",70,40,12
"1344",70,40,17
"1345",70,40,215
"1346",70,40,128
"1347",70,40,3
"1348",70,40,49
"1349",70,40,67
"1350",70,40,30
"1351",70,40,10
"1352",70,40,20
"1353",70,40,86
"1354",70,40,91
"1355",70,40,106
"1356",70,40,349
"1357",70,40,269
"1358",70,40,52
"1359",70,40,102
"1360",70,40,255
"1361",70,40,74
"1362",70,40,27
"1363",70,40,29
"1364",70,40,208
"1365",70,40,54
"1366",70,40,164
"1367",70,40,90
"1368",70,40,157
"1369",70,40,134
"1370",70,40,92
"1371",70,40,63
"1372",70,40,86
"1373",70,40,224
"1374",70,40,87
"1375",70,40,97
"1376",70,40,13
"1377",70,40,57
"1378",70,40,58
"1379",70,40,19
"1380",70,40,189
"1381",70,40,11
"1382",70,40,76
"1383",70,40,5
"1384",70,40,46
"1385",70,40,22
"1386",70,40,69
"1387",70,40,8
"1388",70,40,46
"1389",70,40,106
"1390",70,40,115
"1391",70,40,72
"1392",70,40,210
"1393",70,40,7
"1394",70,40,39
"1395",70,40,18
"1396",70,40,55
"1397",70,40,4
"1398",70,40,216
"1399",70,40,127
"1400",70,40,98
"1401",70,40,84
"1402",70,40,19
"1403",70,40,22
"1404",70,40,33
"1405",70,40,142
"1406",70,40,8
"1407",70,40,15
"1408",70,40,45
"1409",70,40,24
"1410",70,40,12
"1411",70,40,52
"1412",70,40,176
"1413",70,40,38
"1414",70,40,7
"1415",70,40,54
"1416",70,40,16
"1417",70,40,139
"1418",70,40,72
"1419",70,40,7
"1420",70,40,17
"1421",70,40,119
"1422",70,40,30
"1423",70,40,5
"1424",70,40,39
"1425",70,40,48
"1426",70,40,375
"1427",70,40,37
"1428",70,40,78
"1429",70,40,83
"1430",70,40,109
"1431",70,40,28
"1432",70,40,78
"1433",70,40,128
"1434",70,40,58
"1435",70,40,8
"1436",70,40,51
"1437",70,40,7
"1438",70,40,6
"1439",70,40,69
"1440",70,40,3
"1441",70,40,139
"1442",70,40,18
"1443",70,40,82
"1444",70,40,166
"1445",70,40,14
"1446",70,40,20
"1447",70,40,15
"1448",70,40,176
"1449",70,40,12
"1450",70,40,187
"1451",70,40,72
"1452",70,40,95
"1453",70,40,22
"1454",70,40,32
"1455",70,40,17
"1456",70,40,86
"1457",70,40,82
"1458",70,40,42
"1459",70,40,36
"1460",70,40,228
"1461",70,40,36
"1462",70,40,24
"1463",70,40,42
"1464",70,40,18
"1465",70,40,30
"1466",70,40,71
"1467",70,40,212
"1468",70,40,108
"1469",70,40,34
"1470",70,40,30
"1471",70,40,97
"1472",70,40,9
"1473",70,40,35
"1474",70,40,20
"1475",70,40,183
"1476",70,40,26
"1477",70,40,34
"1478",70,40,10
"1479",70,40,32
"1480",70,40,161
"1481",70,40,57
"1482",70,40,59
"1483",70,40,210
"1484",70,40,125
"1485",70,40,25
"1486",70,40,45
"1487",70,40,75
"1488",70,40,11
"1489",70,40,110
"1490",70,40,90
"1491",70,40,41
"1492",70,40,81
"1493",70,40,20
"1494",70,40,89
"1495",70,40,215
"1496",70,40,79
